datetime,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3),NOx (ug/m3)
2017-10-16 01:00:00,8.33,0.37,2.63,1.5
2017-10-16 02:00:00,8.33,0.37,2.63,1.5
2017-10-16 03:00:00,8.33,0.37,2.63,1.5
2017-10-16 04:00:00,8.33,0.37,2.63,1.5
2017-10-16 05:00:00,8.33,0.37,2.63,1.5
2017-10-16 06:00:00,8.33,0.37,2.63,1.5
2017-10-16 07:00:00,8.33,0.37,2.63,1.5
2017-10-16 08:00:00,8.33,0.37,2.63,1.5
2017-10-16 09:00:00,8.33,0.37,2.63,1.5
2017-10-16 10:00:00,8.33,0.37,2.63,1.5
2017-10-16 11:00:00,8.33,0.37,2.63,1.5
2017-10-16 12:00:00,8.33,0.37,2.63,1.5
2017-10-16 13:00:00,8.33,0.37,2.63,1.5
2017-10-16 14:00:00,8.33,0.37,2.63,1.5
2017-10-16 15:00:00,8.33,0.37,2.63,1.5
2017-10-16 16:00:00,8.33,0.37,2.63,1.5
2017-10-16 17:00:00,8.33,0.37,2.63,1.5
2017-10-16 18:00:00,8.33,0.37,2.63,1.5
2017-10-16 19:00:00,8.33,0.37,2.63,1.5
2017-10-16 20:00:00,8.33,0.37,2.63,1.5
2017-10-16 21:00:00,8.33,0.37,2.63,1.5
2017-10-16 22:00:00,8.33,0.37,2.63,1.5
2017-10-16 23:00:00,8.33,0.37,2.63,1.5
2017-10-17 00:00:00,8.33,0.37,2.63,1.5
2017-10-17 01:00:00,8.33,0.37,2.63,1.5
2017-10-17 02:00:00,8.33,0.37,2.63,1.5
2017-10-17 03:00:00,8.33,0.37,2.63,1.5
2017-10-17 04:00:00,8.33,0.37,2.63,1.5
2017-10-17 05:00:00,8.33,0.37,2.63,1.5
2017-10-17 06:00:00,8.33,0.37,2.63,1.5
2017-10-17 07:00:00,8.33,0.37,2.63,1.5
2017-10-17 08:00:00,8.33,0.37,2.63,1.5
2017-10-17 09:00:00,8.33,0.37,2.63,1.5
2017-10-17 10:00:00,8.33,0.37,2.63,1.5
2017-10-17 11:00:00,8.33,0.37,2.63,1.5
2017-10-17 12:00:00,8.33,0.37,2.63,1.5
2017-10-17 13:00:00,8.33,0.37,2.63,1.5
2017-10-17 14:00:00,8.33,0.37,2.63,1.5
2017-10-17 15:00:00,8.33,0.37,2.63,1.5
2017-10-17 16:00:00,8.33,0.37,2.63,1.5
2017-10-17 17:00:00,8.33,0.37,2.63,1.5
2017-10-17 18:00:00,8.33,0.37,2.63,1.5
2017-10-17 19:00:00,8.33,0.37,2.63,1.5
2017-10-17 20:00:00,8.33,0.37,2.63,1.5
2017-10-17 21:00:00,8.33,0.37,2.63,1.5
2017-10-17 22:00:00,8.33,0.37,2.63,1.5
2017-10-17 23:00:00,8.33,0.37,2.63,1.5
2017-10-18 00:00:00,8.33,0.37,2.63,1.5
2017-10-18 01:00:00,8.33,0.37,2.63,1.5
2017-10-18 02:00:00,8.33,0.37,2.63,1.5
2017-10-18 03:00:00,8.33,0.37,2.63,1.5
2017-10-18 04:00:00,8.33,0.37,2.63,1.5
2017-10-18 05:00:00,8.33,0.37,2.63,1.5
2017-10-18 06:00:00,8.33,0.37,2.63,1.5
2017-10-18 07:00:00,8.33,0.37,2.63,1.5
2017-10-18 08:00:00,8.33,0.37,2.63,1.5
2017-10-18 09:00:00,8.33,0.37,2.63,1.5
2017-10-18 10:00:00,8.33,0.37,2.63,1.5
2017-10-18 11:00:00,8.33,0.37,2.63,1.5
2017-10-18 12:00:00,8.33,0.37,2.63,1.5
2017-10-18 13:00:00,8.33,0.37,2.63,1.5
2017-10-18 14:00:00,8.33,0.37,2.63,1.5
2017-10-18 15:00:00,8.33,0.37,2.63,1.5
2017-10-18 16:00:00,8.33,0.37,2.63,1.5
2017-10-18 17:00:00,8.33,0.37,2.63,1.5
2017-10-18 18:00:00,8.33,0.37,2.63,1.5
2017-10-18 19:00:00,8.33,0.37,2.63,1.5
2017-10-18 20:00:00,8.33,0.37,2.63,1.5
2017-10-18 21:00:00,8.33,0.37,2.63,1.5
2017-10-18 22:00:00,8.33,0.37,2.63,1.5
2017-10-18 23:00:00,8.33,0.37,2.63,1.5
2017-10-19 00:00:00,8.33,0.37,2.63,1.5
2017-10-19 01:00:00,8.33,0.37,2.63,1.5
2017-10-19 02:00:00,8.33,0.37,2.63,1.5
2017-10-19 03:00:00,8.33,0.37,2.63,1.5
2017-10-19 04:00:00,8.33,0.37,2.63,1.5
2017-10-19 05:00:00,8.33,0.37,2.63,1.5
2017-10-19 06:00:00,8.33,0.37,2.63,1.5
2017-10-19 07:00:00,8.33,0.37,2.63,1.5
2017-10-19 08:00:00,8.33,0.37,2.63,1.5
2017-10-19 09:00:00,8.33,0.37,2.63,1.5
2017-10-19 10:00:00,8.33,0.37,2.63,1.5
2017-10-19 11:00:00,8.33,0.37,2.63,1.5
2017-10-19 12:00:00,8.33,0.37,2.63,1.5
2017-10-19 13:00:00,8.33,0.37,2.63,1.5
2017-10-19 14:00:00,8.33,0.37,2.63,1.5
2017-10-19 15:00:00,8.33,0.37,2.63,1.5
2017-10-19 16:00:00,8.33,0.37,2.63,1.5
2017-10-19 17:00:00,8.33,0.37,2.63,1.5
2017-10-19 18:00:00,8.33,0.37,2.63,1.5
2017-10-19 19:00:00,8.33,0.37,2.63,1.5
2017-10-19 20:00:00,8.33,0.37,2.63,1.5
2017-10-19 21:00:00,8.33,0.37,2.63,1.5
2017-10-19 22:00:00,8.33,0.37,2.63,1.5
2017-10-19 23:00:00,8.33,0.37,2.63,1.5
2017-10-20 00:00:00,8.33,0.37,2.63,1.5
2017-10-20 01:00:00,8.33,0.37,2.63,1.5
2017-10-20 02:00:00,8.33,0.37,2.63,1.5
2017-10-20 03:00:00,8.33,0.37,2.63,1.5
2017-10-20 04:00:00,8.33,0.37,2.63,1.5
2017-10-20 05:00:00,8.33,0.37,2.63,1.5
2017-10-20 06:00:00,8.33,0.37,2.63,1.5
2017-10-20 07:00:00,8.33,0.37,2.63,1.5
2017-10-20 08:00:00,8.33,0.37,2.63,1.5
2017-10-20 09:00:00,8.33,0.37,2.63,1.5
2017-10-20 10:00:00,8.33,0.37,2.63,1.5
2017-10-20 11:00:00,8.33,0.37,2.63,1.5
2017-10-20 12:00:00,8.33,0.37,2.63,1.5
2017-10-20 13:00:00,8.33,0.37,2.63,1.5
2017-10-20 14:00:00,8.33,0.37,2.63,1.5
2017-10-20 15:00:00,8.33,0.37,2.63,1.5
2017-10-20 16:00:00,8.33,0.37,2.63,1.5
2017-10-20 17:00:00,8.33,0.37,2.63,1.5
2017-10-20 18:00:00,8.33,0.37,2.63,1.5
2017-10-20 19:00:00,8.33,0.37,2.63,1.5
2017-10-20 20:00:00,8.33,0.37,2.63,1.5
2017-10-20 21:00:00,8.33,0.37,2.63,1.5
2017-10-20 22:00:00,8.33,0.37,2.63,1.5
2017-10-20 23:00:00,8.33,0.37,2.63,1.5
2017-10-21 00:00:00,8.33,0.37,2.63,1.5
2017-10-21 01:00:00,8.33,0.37,2.63,1.5
2017-10-21 02:00:00,8.33,0.37,2.63,1.5
2017-10-21 03:00:00,8.33,0.37,2.63,1.5
2017-10-21 04:00:00,8.33,0.37,2.63,1.5
2017-10-21 05:00:00,8.33,0.37,2.63,1.5
2017-10-21 06:00:00,8.33,0.37,2.63,1.5
2017-10-21 07:00:00,8.33,0.37,2.63,1.5
2017-10-21 08:00:00,8.33,0.37,2.63,1.5
2017-10-21 09:00:00,8.33,0.37,2.63,1.5
2017-10-21 10:00:00,8.33,0.37,2.63,1.5
2017-10-21 11:00:00,8.33,0.37,2.63,1.5
2017-10-21 12:00:00,8.33,0.37,2.63,1.5
2017-10-21 13:00:00,8.33,0.37,2.63,1.5
2017-10-21 14:00:00,8.33,0.37,2.63,1.5
2017-10-21 15:00:00,8.33,0.37,2.63,1.5
2017-10-21 16:00:00,8.33,0.37,2.63,1.5
2017-10-21 17:00:00,8.33,0.37,2.63,1.5
2017-10-21 18:00:00,8.33,0.37,2.63,1.5
2017-10-21 19:00:00,8.33,0.37,2.63,1.5
2017-10-21 20:00:00,8.33,0.37,2.63,1.5
2017-10-21 21:00:00,8.33,0.37,2.63,1.5
2017-10-21 22:00:00,8.33,0.37,2.63,1.5
2017-10-21 23:00:00,8.33,0.37,2.63,1.5
2017-10-22 00:00:00,8.33,0.37,2.63,1.5
2017-10-22 01:00:00,8.33,0.37,2.63,1.5
2017-10-22 02:00:00,8.33,0.37,2.63,1.5
2017-10-22 03:00:00,8.33,0.37,2.63,1.5
2017-10-22 04:00:00,8.33,0.37,2.63,1.5
2017-10-22 05:00:00,8.33,0.37,2.63,1.5
2017-10-22 06:00:00,8.33,0.37,2.63,1.5
2017-10-22 07:00:00,8.33,0.37,2.63,1.5
2017-10-22 08:00:00,8.33,0.37,2.63,1.5
2017-10-22 09:00:00,8.33,0.37,2.63,1.5
2017-10-22 10:00:00,8.33,0.37,2.63,1.5
2017-10-22 11:00:00,8.33,0.37,2.63,1.5
2017-10-22 12:00:00,8.33,0.37,2.63,1.5
2017-10-22 13:00:00,8.33,0.37,2.63,1.5
2017-10-22 14:00:00,8.33,0.37,2.63,1.5
2017-10-22 15:00:00,8.33,0.37,2.63,1.5
2017-10-22 16:00:00,8.33,0.37,2.63,1.5
2017-10-22 17:00:00,8.33,0.37,2.63,1.5
2017-10-22 18:00:00,8.33,0.37,2.63,1.5
2017-10-22 19:00:00,8.33,0.37,2.63,1.5
2017-10-22 20:00:00,8.33,0.37,2.63,1.5
2017-10-22 21:00:00,8.33,0.37,2.63,1.5
2017-10-22 22:00:00,8.33,0.37,2.63,1.5
2017-10-22 23:00:00,8.33,0.37,2.63,1.5
2017-10-23 00:00:00,8.33,0.37,2.63,1.5
2017-10-23 01:00:00,8.33,0.37,2.63,1.5
2017-10-23 02:00:00,8.33,0.37,2.63,1.5
2017-10-23 03:00:00,8.33,0.37,2.63,1.5
2017-10-23 04:00:00,8.33,0.37,2.63,1.5
2017-10-23 05:00:00,8.33,0.37,2.63,1.5
2017-10-23 06:00:00,8.33,0.37,2.63,1.5
2017-10-23 07:00:00,8.33,0.37,2.63,1.5
2017-10-23 08:00:00,8.33,0.37,2.63,1.5
2017-10-23 09:00:00,8.33,0.37,2.63,1.5
2017-10-23 10:00:00,8.33,0.37,2.63,1.5
2017-10-23 11:00:00,8.33,0.37,2.63,1.5
2017-10-23 12:00:00,8.33,0.37,2.63,1.5
2017-10-23 13:00:00,8.33,0.37,2.63,1.5
2017-10-23 14:00:00,8.33,0.37,2.63,1.5
2017-10-23 15:00:00,8.33,0.37,2.63,1.5
2017-10-23 16:00:00,8.33,0.37,2.63,1.5
2017-10-23 17:00:00,8.33,0.37,2.63,1.5
2017-10-23 18:00:00,8.33,0.37,2.63,1.5
2017-10-23 19:00:00,8.33,0.37,2.63,1.5
2017-10-23 20:00:00,8.33,0.37,2.63,1.5
2017-10-23 21:00:00,8.33,0.37,2.63,1.5
2017-10-23 22:00:00,8.33,0.37,2.63,1.5
2017-10-23 23:00:00,8.33,0.37,2.63,1.5
2017-10-24 00:00:00,8.33,0.37,2.63,1.5
2017-10-24 01:00:00,8.33,0.37,2.63,1.5
2017-10-24 02:00:00,8.33,0.37,2.63,1.5
2017-10-24 03:00:00,8.33,0.37,2.63,1.5
2017-10-24 04:00:00,8.33,0.37,2.63,1.5
2017-10-24 05:00:00,8.33,0.37,2.63,1.5
2017-10-24 06:00:00,8.33,0.37,2.63,1.5
2017-10-24 07:00:00,8.33,0.37,2.63,1.5
2017-10-24 08:00:00,8.33,0.37,2.63,1.5
2017-10-24 09:00:00,8.33,0.37,2.63,1.5
2017-10-24 10:00:00,8.33,0.37,2.63,1.5
2017-10-24 11:00:00,8.33,0.37,2.63,1.5
2017-10-24 12:00:00,8.33,0.37,2.63,1.5
2017-10-24 13:00:00,8.33,0.37,2.63,1.5
2017-10-24 14:00:00,8.33,0.37,2.63,1.5
2017-10-24 15:00:00,8.33,0.37,2.63,1.5
2017-10-24 16:00:00,8.33,0.37,2.63,1.5
2017-10-24 17:00:00,8.33,0.37,2.63,1.5
2017-10-24 18:00:00,8.33,0.37,2.63,1.5
2017-10-24 19:00:00,8.33,0.37,2.63,1.5
2017-10-24 20:00:00,8.33,0.37,2.63,1.5
2017-10-24 21:00:00,8.33,0.37,2.63,1.5
2017-10-24 22:00:00,8.33,0.37,2.63,1.5
2017-10-24 23:00:00,8.33,0.37,2.63,1.5
2017-10-25 00:00:00,8.33,0.37,2.63,1.5
2017-10-25 01:00:00,8.33,0.37,2.63,1.5
2017-10-25 02:00:00,8.33,0.37,2.63,1.5
2017-10-25 03:00:00,8.33,0.37,2.63,1.5
2017-10-25 04:00:00,8.33,0.37,2.63,1.5
2017-10-25 05:00:00,8.33,0.37,2.63,1.5
2017-10-25 06:00:00,8.33,0.37,2.63,1.5
2017-10-25 07:00:00,8.33,0.37,2.63,1.5
2017-10-25 08:00:00,8.33,0.37,2.63,1.5
2017-10-25 09:00:00,8.33,0.37,2.63,1.5
2017-10-25 10:00:00,8.33,0.37,2.63,1.5
2017-10-25 11:00:00,8.33,0.37,2.63,1.5
2017-10-25 12:00:00,8.33,0.37,2.63,1.5
2017-10-25 13:00:00,8.33,0.37,2.63,1.5
2017-10-25 14:00:00,8.33,0.37,2.63,1.5
2017-10-25 15:00:00,8.33,0.37,2.63,1.5
2017-10-25 16:00:00,8.33,0.37,2.63,1.5
2017-10-25 17:00:00,8.33,0.37,2.63,1.5
2017-10-25 18:00:00,8.33,0.37,2.63,1.5
2017-10-25 19:00:00,8.33,0.37,2.63,1.5
2017-10-25 20:00:00,8.33,0.37,2.63,1.5
2017-10-25 21:00:00,8.33,0.37,2.63,1.5
2017-10-25 22:00:00,8.33,0.37,2.63,1.5
2017-10-25 23:00:00,8.33,0.37,2.63,1.5
2017-10-26 00:00:00,8.33,0.37,2.63,1.5
2017-10-26 01:00:00,8.33,0.37,2.63,1.5
2017-10-26 02:00:00,8.33,0.37,2.63,1.5
2017-10-26 03:00:00,8.33,0.37,2.63,1.5
2017-10-26 04:00:00,8.33,0.37,2.63,1.5
2017-10-26 05:00:00,8.33,0.37,2.63,1.5
2017-10-26 06:00:00,8.33,0.37,2.63,1.5
2017-10-26 07:00:00,8.33,0.37,2.63,1.5
2017-10-26 08:00:00,8.33,0.37,2.63,1.5
2017-10-26 09:00:00,8.33,0.37,2.63,1.5
2017-10-26 10:00:00,8.33,0.37,2.63,1.5
2017-10-26 11:00:00,8.33,0.37,2.63,1.5
2017-10-26 12:00:00,8.33,0.37,2.63,1.5
2017-10-26 13:00:00,8.33,0.37,2.63,1.5
2017-10-26 14:00:00,8.33,0.37,2.63,1.5
2017-10-26 15:00:00,8.33,0.37,2.63,1.5
2017-10-26 16:00:00,8.33,0.37,2.63,1.5
2017-10-26 17:00:00,8.33,0.37,2.63,1.5
2017-10-26 18:00:00,8.33,0.37,2.63,1.5
2017-10-26 19:00:00,8.33,0.37,2.63,1.5
2017-10-26 20:00:00,8.33,0.37,2.63,1.5
2017-10-26 21:00:00,8.33,0.37,2.63,1.5
2017-10-26 22:00:00,8.33,0.37,2.63,1.5
2017-10-26 23:00:00,8.33,0.37,2.63,1.5
2017-10-27 00:00:00,8.33,0.37,2.63,1.5
2017-10-27 01:00:00,8.33,0.37,2.63,1.5
2017-10-27 02:00:00,8.33,0.37,2.63,1.5
2017-10-27 03:00:00,8.33,0.37,2.63,1.5
2017-10-27 04:00:00,8.33,0.37,2.63,1.5
2017-10-27 05:00:00,8.33,0.37,2.63,1.5
2017-10-27 06:00:00,8.33,0.37,2.63,1.5
2017-10-27 07:00:00,8.33,0.37,2.63,1.5
2017-10-27 08:00:00,8.33,0.37,2.63,1.5
2017-10-27 09:00:00,8.33,0.37,2.63,1.5
2017-10-27 10:00:00,8.33,0.37,2.63,1.5
2017-10-27 11:00:00,8.33,0.37,2.63,1.5
2017-10-27 12:00:00,8.33,0.37,2.63,1.5
2017-10-27 13:00:00,8.33,0.37,2.63,1.5
2017-10-27 14:00:00,8.33,0.37,2.63,1.5
2017-10-27 15:00:00,8.33,0.37,2.63,1.5
2017-10-27 16:00:00,8.33,0.37,2.63,1.5
2017-10-27 17:00:00,8.33,0.37,2.63,1.5
2017-10-27 18:00:00,8.33,0.37,2.63,1.5
2017-10-27 19:00:00,8.33,0.37,2.63,1.5
2017-10-27 20:00:00,8.33,0.37,2.63,1.5
2017-10-27 21:00:00,8.33,0.37,2.63,1.5
2017-10-27 22:00:00,8.33,0.37,2.63,1.5
2017-10-27 23:00:00,8.33,0.37,2.63,1.5
2017-10-28 00:00:00,8.33,0.37,2.63,1.5
2017-10-28 01:00:00,8.33,0.37,2.63,1.5
2017-10-28 02:00:00,8.33,0.37,2.63,1.5
2017-10-28 03:00:00,8.33,0.37,2.63,1.5
2017-10-28 04:00:00,8.33,0.37,2.63,1.5
2017-10-28 05:00:00,8.33,0.37,2.63,1.5
2017-10-28 06:00:00,8.33,0.37,2.63,1.5
2017-10-28 07:00:00,8.33,0.37,2.63,1.5
2017-10-28 08:00:00,8.33,0.37,2.63,1.5
2017-10-28 09:00:00,8.33,0.37,2.63,1.5
2017-10-28 10:00:00,8.33,0.37,2.63,1.5
2017-10-28 11:00:00,8.33,0.37,2.63,1.5
2017-10-28 12:00:00,8.33,0.37,2.63,1.5
2017-10-28 13:00:00,8.33,0.37,2.63,1.5
2017-10-28 14:00:00,8.33,0.37,2.63,1.5
2017-10-28 15:00:00,8.33,0.37,2.63,1.5
2017-10-28 16:00:00,8.33,0.37,2.63,1.5
2017-10-28 17:00:00,8.33,0.37,2.63,1.5
2017-10-28 18:00:00,8.33,0.37,2.63,1.5
2017-10-28 19:00:00,8.33,0.37,2.63,1.5
2017-10-28 20:00:00,8.33,0.37,2.63,1.5
2017-10-28 21:00:00,8.33,0.37,2.63,1.5
2017-10-28 22:00:00,8.33,0.37,2.63,1.5
2017-10-28 23:00:00,8.33,0.37,2.63,1.5
2017-10-29 00:00:00,8.33,0.37,2.63,1.5
2017-10-29 01:00:00,8.33,0.37,2.63,1.5
2017-10-29 02:00:00,8.33,0.37,2.63,1.5
2017-10-29 03:00:00,8.33,0.37,2.63,1.5
2017-10-29 04:00:00,8.33,0.37,2.63,1.5
2017-10-29 05:00:00,8.33,0.37,2.63,1.5
2017-10-29 06:00:00,8.33,0.37,2.63,1.5
2017-10-29 07:00:00,8.33,0.37,2.63,1.5
2017-10-29 08:00:00,8.33,0.37,2.63,1.5
2017-10-29 09:00:00,8.33,0.37,2.63,1.5
2017-10-29 10:00:00,8.33,0.37,2.63,1.5
2017-10-29 11:00:00,8.33,0.37,2.63,1.5
2017-10-29 12:00:00,8.33,0.37,2.63,1.5
2017-10-29 13:00:00,8.33,0.37,2.63,1.5
2017-10-29 14:00:00,8.33,0.37,2.63,1.5
2017-10-29 15:00:00,8.33,0.37,2.63,1.5
2017-10-29 16:00:00,8.33,0.37,2.63,1.5
2017-10-29 17:00:00,8.33,0.37,2.63,1.5
2017-10-29 18:00:00,8.33,0.37,2.63,1.5
2017-10-29 19:00:00,8.33,0.37,2.63,1.5
2017-10-29 20:00:00,8.33,0.37,2.63,1.5
2017-10-29 21:00:00,8.33,0.37,2.63,1.5
2017-10-29 22:00:00,8.33,0.37,2.63,1.5
2017-10-29 23:00:00,8.33,0.37,2.63,1.5
2017-10-30 00:00:00,8.33,0.37,2.63,1.5
2017-10-30 01:00:00,8.33,0.37,2.63,1.5
2017-10-30 02:00:00,8.33,0.37,2.63,1.5
2017-10-30 03:00:00,8.33,0.37,2.63,1.5
2017-10-30 04:00:00,8.33,0.37,2.63,1.5
2017-10-30 05:00:00,8.33,0.37,2.63,1.5
2017-10-30 06:00:00,8.33,0.37,2.63,1.5
2017-10-30 07:00:00,8.33,0.37,2.63,1.5
2017-10-30 08:00:00,8.33,0.37,2.63,1.5
2017-10-30 09:00:00,8.33,0.37,2.63,1.5
2017-10-30 10:00:00,8.33,0.37,2.63,1.5
2017-10-30 11:00:00,8.33,0.37,2.63,1.5
2017-10-30 12:00:00,8.33,0.37,2.63,1.5
2017-10-30 13:00:00,8.33,0.37,2.63,1.5
2017-10-30 14:00:00,8.33,0.37,2.63,1.5
2017-10-30 15:00:00,8.33,0.37,2.63,1.5
2017-10-30 16:00:00,8.33,0.37,2.63,1.5
2017-10-30 17:00:00,8.33,0.37,2.63,1.5
2017-10-30 18:00:00,8.33,0.37,2.63,1.5
2017-10-30 19:00:00,8.33,0.37,2.63,1.5
2017-10-30 20:00:00,8.33,0.37,2.63,1.5
2017-10-30 21:00:00,8.33,0.37,2.63,1.5
2017-10-30 22:00:00,8.33,0.37,2.63,1.5
2017-10-30 23:00:00,8.33,0.37,2.63,1.5
2017-10-31 00:00:00,35.25,1.05,7.73,3.15
2017-10-31 01:00:00,26.25,1.04,7.75,3.62
2017-10-31 02:00:00,26.5,1.0,7.63,3.68
2017-10-31 03:00:00,32.75,0.98,7.62,1.5
2017-10-31 04:00:00,22.5,0.81,7.65,1.68
2017-10-31 05:00:00,4.0,0.83,7.98,2.02
2017-10-31 06:00:00,7.0,0.91,7.93,2.83
2017-10-31 07:00:00,14.5,1.06,7.75,6.07
2017-10-31 08:00:00,22.0,1.25,7.77,9.4
2017-10-31 09:00:00,32.75,1.05,7.83,6.08
2017-10-31 10:00:00,33.75,1.44,7.5,9.4
2017-10-31 11:00:00,37.25,1.35,7.68,8.68
2017-10-31 12:00:00,33.25,1.4,8.27,7.68
2017-10-31 13:00:00,36.25,1.35,7.6,8.18
2017-10-31 14:00:00,31.75,1.15,7.8,5.88
2017-10-31 15:00:00,25.5,1.23,7.62,8.23
2017-10-31 16:00:00,26.5,1.32,7.73,9.8
2017-10-31 17:00:00,25.5,1.39,7.75,9.4
2017-10-31 18:00:00,26.5,1.17,8.0,5.62
2017-10-31 19:00:00,25.5,1.46,7.55,7.4
2017-10-31 20:00:00,29.0,1.41,7.93,8.17
2017-10-31 21:00:00,32.75,1.25,7.75,5.75
2017-10-31 22:00:00,25.75,1.25,7.68,6.1
2017-10-31 23:00:00,25.0,1.16,7.53,4.97
2017-11-01 00:00:00,25.0,1.05,7.8,4.85
2017-11-01 01:00:00,25.5,1.04,7.55,4.9
2017-11-01 02:00:00,22.75,1.01,7.73,3.7
2017-11-01 03:00:00,11.0,0.94,7.5,4.3
2017-11-01 04:00:00,15.0,0.99,7.62,5.08
2017-11-01 05:00:00,18.5,1.05,7.4,4.45
2017-11-01 06:00:00,21.0,1.2,7.75,5.43
2017-11-01 07:00:00,28.5,1.38,7.9,6.32
2017-11-01 08:00:00,43.25,1.17,7.75,6.2
2017-11-01 09:00:00,45.0,1.04,7.62,5.7
2017-11-01 10:00:00,35.75,0.96,7.95,3.95
2017-11-01 11:00:00,26.0,1.2,8.0,7.95
2017-11-01 12:00:00,40.25,1.16,7.98,6.02
2017-11-01 13:00:00,23.0,1.06,8.07,3.45
2017-11-01 14:00:00,13.75,1.14,7.82,4.73
2017-11-01 15:00:00,13.25,1.29,8.05,5.12
2017-11-01 16:00:00,14.75,0.92,7.85,6.75
2017-11-01 17:00:00,20.0,0.77,7.75,5.1
2017-11-01 18:00:00,28.5,0.82,7.55,6.75
2017-11-01 19:00:00,24.0,0.81,7.5,7.35
2017-11-01 20:00:00,15.0,1.08,7.4,5.77
2017-11-01 21:00:00,18.0,1.16,7.37,5.98
2017-11-01 22:00:00,23.5,1.14,7.58,5.2
2017-11-01 23:00:00,13.0,1.11,7.1,4.85
2017-11-02 00:00:00,16.0,1.02,7.8,3.52
2017-11-02 01:00:00,18.0,0.97,7.63,2.93
2017-11-02 02:00:00,16.0,0.98,8.0,2.5
2017-11-02 03:00:00,14.25,0.9,7.9,2.2
2017-11-02 04:00:00,11.5,0.96,7.52,3.1
2017-11-02 05:00:00,10.0,1.01,7.75,4.12
2017-11-02 06:00:00,13.25,1.16,7.88,5.12
2017-11-02 07:00:00,23.0,1.24,7.73,5.1
2017-11-02 08:00:00,36.5,1.42,7.8,8.72
2017-11-02 09:00:00,34.75,1.47,7.73,10.12
2017-11-02 10:00:00,37.25,1.16,7.98,7.43
2017-11-02 11:00:00,28.25,1.33,7.68,8.97
2017-11-02 12:00:00,43.75,1.13,7.78,5.58
2017-11-02 13:00:00,16.5,0.97,7.93,6.15
2017-11-02 14:00:00,17.25,1.05,7.75,8.95
2017-11-02 15:00:00,17.0,0.99,7.8,8.3
2017-11-02 16:00:00,25.5,0.86,7.8,5.0
2017-11-02 17:00:00,31.75,1.04,7.82,7.12
2017-11-02 18:00:00,27.25,1.14,8.35,8.57
2017-11-02 19:00:00,25.0,1.17,7.85,10.25
2017-11-02 20:00:00,22.75,1.16,7.65,7.33
2017-11-02 21:00:00,17.25,1.23,7.43,7.7
2017-11-02 22:00:00,21.0,1.34,7.78,8.18
2017-11-02 23:00:00,22.0,1.36,7.6,7.35
2017-11-03 00:00:00,25.0,1.11,7.9,5.5
2017-11-03 01:00:00,15.0,1.08,7.65,5.38
2017-11-03 02:00:00,18.0,1.07,7.63,4.77
2017-11-03 03:00:00,12.25,0.99,7.65,4.6
2017-11-03 04:00:00,15.5,0.84,8.12,5.12
2017-11-03 05:00:00,13.75,0.83,7.93,8.05
2017-11-03 06:00:00,17.33,0.95,7.67,4.37
2017-11-03 07:00:00,24.5,0.88,7.7,3.65
2017-11-03 08:00:00,20.75,0.87,7.95,4.33
2017-11-03 09:00:00,21.75,0.92,7.55,3.5
2017-11-03 10:00:00,17.5,0.98,7.65,3.55
2017-11-03 11:00:00,20.25,1.23,7.73,8.2
2017-11-03 12:00:00,32.0,1.37,7.93,8.53
2017-11-03 13:00:00,28.75,1.35,7.85,7.4
2017-11-03 14:00:00,24.75,1.27,7.75,8.23
2017-11-03 15:00:00,17.25,1.12,7.78,7.27
2017-11-03 16:00:00,21.5,1.18,7.67,8.1
2017-11-03 17:00:00,20.0,1.59,7.52,12.42
2017-11-03 18:00:00,37.75,1.73,7.62,13.12
2017-11-03 19:00:00,41.75,1.51,7.88,11.15
2017-11-03 20:00:00,55.25,1.33,8.03,8.0
2017-11-03 21:00:00,48.67,1.41,7.77,7.9
2017-11-03 22:00:00,40.25,1.41,7.7,8.6
2017-11-03 23:00:00,41.0,1.24,7.4,5.53
2017-11-04 00:00:00,36.0,1.17,7.6,6.0
2017-11-04 01:00:00,30.0,1.22,7.7,5.07
2017-11-04 02:00:00,34.0,1.1,7.6,5.2
2017-11-04 03:00:00,29.0,1.12,8.02,5.32
2017-11-04 04:00:00,27.0,1.12,7.8,3.5
2017-11-04 05:00:00,28.0,1.14,8.0,4.15
2017-11-04 06:00:00,31.0,1.17,7.65,4.77
2017-11-04 07:00:00,31.0,1.38,7.65,5.73
2017-11-04 08:00:00,46.0,1.45,7.88,6.77
2017-11-04 09:00:00,49.0,1.36,7.57,7.0
2017-11-04 10:00:00,48.0,1.55,7.88,11.85
2017-11-04 11:00:00,37.0,1.4,7.83,8.88
2017-11-04 12:00:00,27.0,1.28,7.93,7.25
2017-11-04 13:00:00,28.0,1.13,7.8,4.0
2017-11-04 14:00:00,10.0,1.47,7.45,7.22
2017-11-04 15:00:00,12.0,1.53,8.0,7.1
2017-11-04 16:00:00,12.0,1.53,8.0,7.1
2017-11-04 17:00:00,22.0,1.29,7.65,7.75
2017-11-04 18:00:00,29.0,1.34,7.68,11.0
2017-11-04 19:00:00,27.0,1.51,7.93,11.2
2017-11-04 20:00:00,27.0,1.51,7.93,11.2
2017-11-04 21:00:00,19.0,1.53,7.88,5.92
2017-11-04 22:00:00,19.0,1.15,7.65,4.85
2017-11-04 23:00:00,14.0,0.75,7.73,2.77
2017-11-05 00:00:00,6.0,0.7,7.6,2.52
2017-11-05 01:00:00,4.0,0.7,7.88,2.95
